center,left,right,steering,throttle,brake,speed
IMG/center_2017_06_28_00_55_09_102.jpg,IMG/left_2017_06_28_00_55_09_102.jpg,IMG/right_2017_06_28_00_55_09_102.jpg,-0.5000001,0.5924429,0,20.98226
IMG/center_2017_06_28_00_55_09_182.jpg,IMG/left_2017_06_28_00_55_09_182.jpg,IMG/right_2017_06_28_00_55_09_182.jpg,-0.7,0.832752,0,21.40043
IMG/center_2017_06_28_00_55_09_265.jpg,IMG/left_2017_06_28_00_55_09_265.jpg,IMG/right_2017_06_28_00_55_09_265.jpg,-0.9000002,1,0,21.93501
IMG/center_2017_06_28_00_55_09_344.jpg,IMG/left_2017_06_28_00_55_09_344.jpg,IMG/right_2017_06_28_00_55_09_344.jpg,0,0.76153,0,22.4924
IMG/center_2017_06_28_00_55_09_427.jpg,IMG/left_2017_06_28_00_55_09_427.jpg,IMG/right_2017_06_28_00_55_09_427.jpg,0,0.5130458,0,22.85912
IMG/center_2017_06_28_00_55_09_512.jpg,IMG/left_2017_06_28_00_55_09_512.jpg,IMG/right_2017_06_28_00_55_09_512.jpg,0,0.259465,0,23.00925
IMG/center_2017_06_28_00_55_09_590.jpg,IMG/left_2017_06_28_00_55_09_590.jpg,IMG/right_2017_06_28_00_55_09_590.jpg,-0.1,0.259792,0,23.02818
IMG/center_2017_06_28_00_55_09_670.jpg,IMG/left_2017_06_28_00_55_09_670.jpg,IMG/right_2017_06_28_00_55_09_670.jpg,0,0.499591,0,23.2647
IMG/center_2017_06_28_00_55_09_749.jpg,IMG/left_2017_06_28_00_55_09_749.jpg,IMG/right_2017_06_28_00_55_09_749.jpg,0,0.73549,0,23.71716
IMG/center_2017_06_28_00_55_09_826.jpg,IMG/left_2017_06_28_00_55_09_826.jpg,IMG/right_2017_06_28_00_55_09_826.jpg,0,0.967978,0,24.37972
IMG/center_2017_06_28_00_55_09_900.jpg,IMG/left_2017_06_28_00_55_09_900.jpg,IMG/right_2017_06_28_00_55_09_900.jpg,0,1,0,25.13759
IMG/center_2017_06_28_00_55_09_978.jpg,IMG/left_2017_06_28_00_55_09_978.jpg,IMG/right_2017_06_28_00_55_09_978.jpg,0,1,0,25.90015
IMG/center_2017_06_28_00_55_10_054.jpg,IMG/left_2017_06_28_00_55_10_054.jpg,IMG/right_2017_06_28_00_55_10_054.jpg,0,1,0,26.6587
IMG/center_2017_06_28_00_55_10_131.jpg,IMG/left_2017_06_28_00_55_10_131.jpg,IMG/right_2017_06_28_00_55_10_131.jpg,-0.15,1,0,27.21507
IMG/center_2017_06_28_00_55_10_212.jpg,IMG/left_2017_06_28_00_55_10_212.jpg,IMG/right_2017_06_28_00_55_10_212.jpg,-0.35,0.8776239,0,27.85324
IMG/center_2017_06_28_00_55_10_291.jpg,IMG/left_2017_06_28_00_55_10_291.jpg,IMG/right_2017_06_28_00_55_10_291.jpg,-0.5500001,0.639514,0,28.19197
IMG/center_2017_06_28_00_55_10_369.jpg,IMG/left_2017_06_28_00_55_10_369.jpg,IMG/right_2017_06_28_00_55_10_369.jpg,0,0.405892,0,28.42046
IMG/center_2017_06_28_00_55_10_449.jpg,IMG/left_2017_06_28_00_55_10_449.jpg,IMG/right_2017_06_28_00_55_10_449.jpg,0,0.1678239,0,28.44497
IMG/center_2017_06_28_00_55_10_528.jpg,IMG/left_2017_06_28_00_55_10_528.jpg,IMG/right_2017_06_28_00_55_10_528.jpg,0,0,0,28.26921
IMG/center_2017_06_28_00_55_10_608.jpg,IMG/left_2017_06_28_00_55_10_608.jpg,IMG/right_2017_06_28_00_55_10_608.jpg,-0.2,0,0,28.08642
IMG/center_2017_06_28_00_55_10_690.jpg,IMG/left_2017_06_28_00_55_10_690.jpg,IMG/right_2017_06_28_00_55_10_690.jpg,-0.4,0.2457,0,27.90909
IMG/center_2017_06_28_00_55_10_768.jpg,IMG/left_2017_06_28_00_55_10_768.jpg,IMG/right_2017_06_28_00_55_10_768.jpg,-0.6000001,0.4795321,0,27.89148
IMG/center_2017_06_28_00_55_10_842.jpg,IMG/left_2017_06_28_00_55_10_842.jpg,IMG/right_2017_06_28_00_55_10_842.jpg,0,0.4645051,0,28.01275
IMG/center_2017_06_28_00_55_10_919.jpg,IMG/left_2017_06_28_00_55_10_919.jpg,IMG/right_2017_06_28_00_55_10_919.jpg,0,0.2328361,0,28.07291
IMG/center_2017_06_28_00_55_10_992.jpg,IMG/left_2017_06_28_00_55_10_992.jpg,IMG/right_2017_06_28_00_55_10_992.jpg,0,0.01382715,0,28.01432
IMG/center_2017_06_28_00_55_11_076.jpg,IMG/left_2017_06_28_00_55_11_076.jpg,IMG/right_2017_06_28_00_55_11_076.jpg,0,0,0,27.72272
IMG/center_2017_06_28_00_55_11_146.jpg,IMG/left_2017_06_28_00_55_11_146.jpg,IMG/right_2017_06_28_00_55_11_146.jpg,0,0,0,27.55566
IMG/center_2017_06_28_00_55_11_216.jpg,IMG/left_2017_06_28_00_55_11_216.jpg,IMG/right_2017_06_28_00_55_11_216.jpg,0,0,0,27.33401
IMG/center_2017_06_28_00_55_11_287.jpg,IMG/left_2017_06_28_00_55_11_287.jpg,IMG/right_2017_06_28_00_55_11_287.jpg,0,0,0,27.16898
IMG/center_2017_06_28_00_55_11_360.jpg,IMG/left_2017_06_28_00_55_11_360.jpg,IMG/right_2017_06_28_00_55_11_360.jpg,-0.2,0.218985,0,27.06194
IMG/center_2017_06_28_00_55_11_436.jpg,IMG/left_2017_06_28_00_55_11_436.jpg,IMG/right_2017_06_28_00_55_11_436.jpg,0,0.2089983,0,27.06085
IMG/center_2017_06_28_00_55_11_506.jpg,IMG/left_2017_06_28_00_55_11_506.jpg,IMG/right_2017_06_28_00_55_11_506.jpg,0,0.0004321933,0,26.95704
IMG/center_2017_06_28_00_55_11_603.jpg,IMG/left_2017_06_28_00_55_11_603.jpg,IMG/right_2017_06_28_00_55_11_603.jpg,0,0,0,26.68751
IMG/center_2017_06_28_00_55_11_680.jpg,IMG/left_2017_06_28_00_55_11_680.jpg,IMG/right_2017_06_28_00_55_11_680.jpg,0,0,0,26.47276
IMG/center_2017_06_28_00_55_11_752.jpg,IMG/left_2017_06_28_00_55_11_752.jpg,IMG/right_2017_06_28_00_55_11_752.jpg,0,0,0,26.3129
IMG/center_2017_06_28_00_55_11_828.jpg,IMG/left_2017_06_28_00_55_11_828.jpg,IMG/right_2017_06_28_00_55_11_828.jpg,0,0.1168411,0,26.14457
IMG/center_2017_06_28_00_55_11_895.jpg,IMG/left_2017_06_28_00_55_11_895.jpg,IMG/right_2017_06_28_00_55_11_895.jpg,0,0.317661,0,26.16406
IMG/center_2017_06_28_00_55_11_965.jpg,IMG/left_2017_06_28_00_55_11_965.jpg,IMG/right_2017_06_28_00_55_11_965.jpg,0,0.5251831,0,26.3215
IMG/center_2017_06_28_00_55_12_039.jpg,IMG/left_2017_06_28_00_55_12_039.jpg,IMG/right_2017_06_28_00_55_12_039.jpg,0,0.747441,0,26.75428
IMG/center_2017_06_28_00_55_12_113.jpg,IMG/left_2017_06_28_00_55_12_113.jpg,IMG/right_2017_06_28_00_55_12_113.jpg,0,0.9720181,0,27.18797
IMG/center_2017_06_28_00_55_12_186.jpg,IMG/left_2017_06_28_00_55_12_186.jpg,IMG/right_2017_06_28_00_55_12_186.jpg,0,1,0,27.94393
IMG/center_2017_06_28_00_55_12_271.jpg,IMG/left_2017_06_28_00_55_12_271.jpg,IMG/right_2017_06_28_00_55_12_271.jpg,0,1,0,28.68718
IMG/center_2017_06_28_00_55_12_344.jpg,IMG/left_2017_06_28_00_55_12_344.jpg,IMG/right_2017_06_28_00_55_12_344.jpg,0,1,0,29.42373
IMG/center_2017_06_28_00_55_12_413.jpg,IMG/left_2017_06_28_00_55_12_413.jpg,IMG/right_2017_06_28_00_55_12_413.jpg,0,1,0,29.97228
IMG/center_2017_06_28_00_55_12_484.jpg,IMG/left_2017_06_28_00_55_12_484.jpg,IMG/right_2017_06_28_00_55_12_484.jpg,0,1,0,30.19044
IMG/center_2017_06_28_00_55_12_586.jpg,IMG/left_2017_06_28_00_55_12_586.jpg,IMG/right_2017_06_28_00_55_12_586.jpg,0,1,0,30.19028
IMG/center_2017_06_28_00_55_12_653.jpg,IMG/left_2017_06_28_00_55_12_653.jpg,IMG/right_2017_06_28_00_55_12_653.jpg,0,1,0,30.19027
IMG/center_2017_06_28_00_55_12_721.jpg,IMG/left_2017_06_28_00_55_12_721.jpg,IMG/right_2017_06_28_00_55_12_721.jpg,0,1,0,30.19029
IMG/center_2017_06_28_00_55_12_821.jpg,IMG/left_2017_06_28_00_55_12_821.jpg,IMG/right_2017_06_28_00_55_12_821.jpg,0,0.701167,0,30.10979
IMG/center_2017_06_28_00_55_12_888.jpg,IMG/left_2017_06_28_00_55_12_888.jpg,IMG/right_2017_06_28_00_55_12_888.jpg,0,0.4979711,0,30.09194
IMG/center_2017_06_28_00_55_12_957.jpg,IMG/left_2017_06_28_00_55_12_957.jpg,IMG/right_2017_06_28_00_55_12_957.jpg,0,0.291571,0,30.00101
IMG/center_2017_06_28_00_55_13_059.jpg,IMG/left_2017_06_28_00_55_13_059.jpg,IMG/right_2017_06_28_00_55_13_059.jpg,0,0,0,29.83113
IMG/center_2017_06_28_00_55_13_126.jpg,IMG/left_2017_06_28_00_55_13_126.jpg,IMG/right_2017_06_28_00_55_13_126.jpg,0,0,0,29.65368
IMG/center_2017_06_28_00_55_13_226.jpg,IMG/left_2017_06_28_00_55_13_226.jpg,IMG/right_2017_06_28_00_55_13_226.jpg,0,0,0,29.35574
IMG/center_2017_06_28_00_55_13_324.jpg,IMG/left_2017_06_28_00_55_13_324.jpg,IMG/right_2017_06_28_00_55_13_324.jpg,0,0,0,29.06097
IMG/center_2017_06_28_00_55_13_419.jpg,IMG/left_2017_06_28_00_55_13_419.jpg,IMG/right_2017_06_28_00_55_13_419.jpg,0,0,0,28.76916
IMG/center_2017_06_28_00_55_13_489.jpg,IMG/left_2017_06_28_00_55_13_489.jpg,IMG/right_2017_06_28_00_55_13_489.jpg,0,0,0,28.59548
IMG/center_2017_06_28_00_55_13_598.jpg,IMG/left_2017_06_28_00_55_13_598.jpg,IMG/right_2017_06_28_00_55_13_598.jpg,0,0,0.2902919,27.12241
IMG/center_2017_06_28_00_55_13_679.jpg,IMG/left_2017_06_28_00_55_13_679.jpg,IMG/right_2017_06_28_00_55_13_679.jpg,0,0,0.0455938,25.72068
IMG/center_2017_06_28_00_55_13_758.jpg,IMG/left_2017_06_28_00_55_13_758.jpg,IMG/right_2017_06_28_00_55_13_758.jpg,-0.2,0,0,24.62898
IMG/center_2017_06_28_00_55_13_816.jpg,IMG/left_2017_06_28_00_55_13_816.jpg,IMG/right_2017_06_28_00_55_13_816.jpg,-0.4,0,0,24.3154
IMG/center_2017_06_28_00_55_13_882.jpg,IMG/left_2017_06_28_00_55_13_882.jpg,IMG/right_2017_06_28_00_55_13_882.jpg,-0.5500001,0,0,23.90092
IMG/center_2017_06_28_00_55_13_970.jpg,IMG/left_2017_06_28_00_55_13_970.jpg,IMG/right_2017_06_28_00_55_13_970.jpg,0,0,0,23.62775
IMG/center_2017_06_28_00_55_14_061.jpg,IMG/left_2017_06_28_00_55_14_061.jpg,IMG/right_2017_06_28_00_55_14_061.jpg,0,0,0,23.51835
IMG/center_2017_06_28_00_55_14_143.jpg,IMG/left_2017_06_28_00_55_14_143.jpg,IMG/right_2017_06_28_00_55_14_143.jpg,0,0,0,23.32326
IMG/center_2017_06_28_00_55_14_236.jpg,IMG/left_2017_06_28_00_55_14_236.jpg,IMG/right_2017_06_28_00_55_14_236.jpg,0,0.09699011,0,23.00407
IMG/center_2017_06_28_00_55_14_322.jpg,IMG/left_2017_06_28_00_55_14_322.jpg,IMG/right_2017_06_28_00_55_14_322.jpg,0,0.354924,0,23.08287
IMG/center_2017_06_28_00_55_14_390.jpg,IMG/left_2017_06_28_00_55_14_390.jpg,IMG/right_2017_06_28_00_55_14_390.jpg,0,0.560388,0,23.36324
IMG/center_2017_06_28_00_55_14_462.jpg,IMG/left_2017_06_28_00_55_14_462.jpg,IMG/right_2017_06_28_00_55_14_462.jpg,0,0.7775731,0,23.84913
IMG/center_2017_06_28_00_55_14_532.jpg,IMG/left_2017_06_28_00_55_14_532.jpg,IMG/right_2017_06_28_00_55_14_532.jpg,0,0.988431,0,24.29844
IMG/center_2017_06_28_00_55_14_618.jpg,IMG/left_2017_06_28_00_55_14_618.jpg,IMG/right_2017_06_28_00_55_14_618.jpg,0,1,0,25.28864
IMG/center_2017_06_28_00_55_14_704.jpg,IMG/left_2017_06_28_00_55_14_704.jpg,IMG/right_2017_06_28_00_55_14_704.jpg,0,1,0,26.05009
IMG/center_2017_06_28_00_55_14_792.jpg,IMG/left_2017_06_28_00_55_14_792.jpg,IMG/right_2017_06_28_00_55_14_792.jpg,0,1,0,26.80758
IMG/center_2017_06_28_00_55_14_878.jpg,IMG/left_2017_06_28_00_55_14_878.jpg,IMG/right_2017_06_28_00_55_14_878.jpg,0,1,0,27.74623
IMG/center_2017_06_28_00_55_14_960.jpg,IMG/left_2017_06_28_00_55_14_960.jpg,IMG/right_2017_06_28_00_55_14_960.jpg,0,1,0,28.49051
IMG/center_2017_06_28_00_55_15_045.jpg,IMG/left_2017_06_28_00_55_15_045.jpg,IMG/right_2017_06_28_00_55_15_045.jpg,0,1,0,29.22862
IMG/center_2017_06_28_00_55_15_133.jpg,IMG/left_2017_06_28_00_55_15_133.jpg,IMG/right_2017_06_28_00_55_15_133.jpg,0,1,0,29.96083
IMG/center_2017_06_28_00_55_15_212.jpg,IMG/left_2017_06_28_00_55_15_212.jpg,IMG/right_2017_06_28_00_55_15_212.jpg,0,1,0,30.19036
IMG/center_2017_06_28_00_55_15_291.jpg,IMG/left_2017_06_28_00_55_15_291.jpg,IMG/right_2017_06_28_00_55_15_291.jpg,0,1,0,30.19028
IMG/center_2017_06_28_00_55_15_375.jpg,IMG/left_2017_06_28_00_55_15_375.jpg,IMG/right_2017_06_28_00_55_15_375.jpg,0,1,0,30.19029
IMG/center_2017_06_28_00_55_15_453.jpg,IMG/left_2017_06_28_00_55_15_453.jpg,IMG/right_2017_06_28_00_55_15_453.jpg,0,1,0,30.19029
IMG/center_2017_06_28_00_55_15_520.jpg,IMG/left_2017_06_28_00_55_15_520.jpg,IMG/right_2017_06_28_00_55_15_520.jpg,0,0.799603,0,30.13086
IMG/center_2017_06_28_00_55_15_604.jpg,IMG/left_2017_06_28_00_55_15_604.jpg,IMG/right_2017_06_28_00_55_15_604.jpg,0,0.5488181,0,30.09819
IMG/center_2017_06_28_00_55_15_689.jpg,IMG/left_2017_06_28_00_55_15_689.jpg,IMG/right_2017_06_28_00_55_15_689.jpg,0,0.2918201,0,30.03588
IMG/center_2017_06_28_00_55_15_775.jpg,IMG/left_2017_06_28_00_55_15_775.jpg,IMG/right_2017_06_28_00_55_15_775.jpg,0,0.03659201,0,29.88586
IMG/center_2017_06_28_00_55_15_858.jpg,IMG/left_2017_06_28_00_55_15_858.jpg,IMG/right_2017_06_28_00_55_15_858.jpg,0,0,0,29.65319
IMG/center_2017_06_28_00_55_15_940.jpg,IMG/left_2017_06_28_00_55_15_940.jpg,IMG/right_2017_06_28_00_55_15_940.jpg,0,0.247479,0,29.55228
IMG/center_2017_06_28_00_55_16_021.jpg,IMG/left_2017_06_28_00_55_16_021.jpg,IMG/right_2017_06_28_00_55_16_021.jpg,0,0.4902241,0,29.68768
IMG/center_2017_06_28_00_55_16_104.jpg,IMG/left_2017_06_28_00_55_16_104.jpg,IMG/right_2017_06_28_00_55_16_104.jpg,0,0.7387682,0,30.0439
IMG/center_2017_06_28_00_55_16_174.jpg,IMG/left_2017_06_28_00_55_16_174.jpg,IMG/right_2017_06_28_00_55_16_174.jpg,0,0.9500731,0,30.16197
IMG/center_2017_06_28_00_55_16_252.jpg,IMG/left_2017_06_28_00_55_16_252.jpg,IMG/right_2017_06_28_00_55_16_252.jpg,0,1,0,30.18981
IMG/center_2017_06_28_00_55_16_337.jpg,IMG/left_2017_06_28_00_55_16_337.jpg,IMG/right_2017_06_28_00_55_16_337.jpg,0,1,0,30.19019
IMG/center_2017_06_28_00_55_16_409.jpg,IMG/left_2017_06_28_00_55_16_409.jpg,IMG/right_2017_06_28_00_55_16_409.jpg,0,0.9278319,0,30.19026
IMG/center_2017_06_28_00_55_16_514.jpg,IMG/left_2017_06_28_00_55_16_514.jpg,IMG/right_2017_06_28_00_55_16_514.jpg,0,0.6131979,0,30.12403
IMG/center_2017_06_28_00_55_16_588.jpg,IMG/left_2017_06_28_00_55_16_588.jpg,IMG/right_2017_06_28_00_55_16_588.jpg,0,0,0.1410871,29.31192
IMG/center_2017_06_28_00_55_16_680.jpg,IMG/left_2017_06_28_00_55_16_680.jpg,IMG/right_2017_06_28_00_55_16_680.jpg,0,0,0.39135,27.88959
IMG/center_2017_06_28_00_55_16_746.jpg,IMG/left_2017_06_28_00_55_16_746.jpg,IMG/right_2017_06_28_00_55_16_746.jpg,0,0,0.594402,26.48341
IMG/center_2017_06_28_00_55_16_815.jpg,IMG/left_2017_06_28_00_55_16_815.jpg,IMG/right_2017_06_28_00_55_16_815.jpg,0.05,0,0.6672183,25.43857
IMG/center_2017_06_28_00_55_16_909.jpg,IMG/left_2017_06_28_00_55_16_909.jpg,IMG/right_2017_06_28_00_55_16_909.jpg,0.3,0,0.3894482,23.66738
IMG/center_2017_06_28_00_55_16_984.jpg,IMG/left_2017_06_28_00_55_16_984.jpg,IMG/right_2017_06_28_00_55_16_984.jpg,0.5000001,0.15537,0,22.65516
IMG/center_2017_06_28_00_55_17_056.jpg,IMG/left_2017_06_28_00_55_17_056.jpg,IMG/right_2017_06_28_00_55_17_056.jpg,0,0.2378309,0,22.63964
IMG/center_2017_06_28_00_55_17_137.jpg,IMG/left_2017_06_28_00_55_17_137.jpg,IMG/right_2017_06_28_00_55_17_137.jpg,0,0,0,22.54078
IMG/center_2017_06_28_00_55_17_214.jpg,IMG/left_2017_06_28_00_55_17_214.jpg,IMG/right_2017_06_28_00_55_17_214.jpg,0,0,0,22.20893
IMG/center_2017_06_28_00_55_17_292.jpg,IMG/left_2017_06_28_00_55_17_292.jpg,IMG/right_2017_06_28_00_55_17_292.jpg,0.1,0,0,22.00743
IMG/center_2017_06_28_00_55_17_367.jpg,IMG/left_2017_06_28_00_55_17_367.jpg,IMG/right_2017_06_28_00_55_17_367.jpg,0,0,0,21.80094
IMG/center_2017_06_28_00_55_17_445.jpg,IMG/left_2017_06_28_00_55_17_445.jpg,IMG/right_2017_06_28_00_55_17_445.jpg,0,0.156852,0,21.67289
IMG/center_2017_06_28_00_55_17_542.jpg,IMG/left_2017_06_28_00_55_17_542.jpg,IMG/right_2017_06_28_00_55_17_542.jpg,0.2,0.44691,0,22.08935
IMG/center_2017_06_28_00_55_17_625.jpg,IMG/left_2017_06_28_00_55_17_625.jpg,IMG/right_2017_06_28_00_55_17_625.jpg,0.4,0.6944429,0,22.38457
IMG/center_2017_06_28_00_55_17_699.jpg,IMG/left_2017_06_28_00_55_17_699.jpg,IMG/right_2017_06_28_00_55_17_699.jpg,0.6000001,0.9154379,0,22.81385
IMG/center_2017_06_28_00_55_17_772.jpg,IMG/left_2017_06_28_00_55_17_772.jpg,IMG/right_2017_06_28_00_55_17_772.jpg,0,0.6943919,0,23.18814
IMG/center_2017_06_28_00_55_17_853.jpg,IMG/left_2017_06_28_00_55_17_853.jpg,IMG/right_2017_06_28_00_55_17_853.jpg,0,0.4522979,0,23.55789
IMG/center_2017_06_28_00_55_17_923.jpg,IMG/left_2017_06_28_00_55_17_923.jpg,IMG/right_2017_06_28_00_55_17_923.jpg,0,0.241134,0,23.71886
IMG/center_2017_06_28_00_55_17_998.jpg,IMG/left_2017_06_28_00_55_17_998.jpg,IMG/right_2017_06_28_00_55_17_998.jpg,0,0.01658392,0,23.65765
IMG/center_2017_06_28_00_55_18_075.jpg,IMG/left_2017_06_28_00_55_18_075.jpg,IMG/right_2017_06_28_00_55_18_075.jpg,0,0,0,23.46732
IMG/center_2017_06_28_00_55_18_151.jpg,IMG/left_2017_06_28_00_55_18_151.jpg,IMG/right_2017_06_28_00_55_18_151.jpg,0,0,0,23.32668
IMG/center_2017_06_28_00_55_18_224.jpg,IMG/left_2017_06_28_00_55_18_224.jpg,IMG/right_2017_06_28_00_55_18_224.jpg,0.2,0.219132,0,23.218
IMG/center_2017_06_28_00_55_18_298.jpg,IMG/left_2017_06_28_00_55_18_298.jpg,IMG/right_2017_06_28_00_55_18_298.jpg,0.4,0.1451011,0,23.16138
IMG/center_2017_06_28_00_55_18_376.jpg,IMG/left_2017_06_28_00_55_18_376.jpg,IMG/right_2017_06_28_00_55_18_376.jpg,0.6000001,0,0,22.86173
IMG/center_2017_06_28_00_55_18_457.jpg,IMG/left_2017_06_28_00_55_18_457.jpg,IMG/right_2017_06_28_00_55_18_457.jpg,0.8000001,0,0,22.45802
IMG/center_2017_06_28_00_55_18_545.jpg,IMG/left_2017_06_28_00_55_18_545.jpg,IMG/right_2017_06_28_00_55_18_545.jpg,0,0,0,22.05406
IMG/center_2017_06_28_00_55_18_625.jpg,IMG/left_2017_06_28_00_55_18_625.jpg,IMG/right_2017_06_28_00_55_18_625.jpg,0,0,0,21.79996
IMG/center_2017_06_28_00_55_18_707.jpg,IMG/left_2017_06_28_00_55_18_707.jpg,IMG/right_2017_06_28_00_55_18_707.jpg,0,0,0,21.63002
IMG/center_2017_06_28_00_55_18_791.jpg,IMG/left_2017_06_28_00_55_18_791.jpg,IMG/right_2017_06_28_00_55_18_791.jpg,0,0,0,21.45213
IMG/center_2017_06_28_00_55_18_876.jpg,IMG/left_2017_06_28_00_55_18_876.jpg,IMG/right_2017_06_28_00_55_18_876.jpg,0,0,0,21.07581
IMG/center_2017_06_28_00_55_18_957.jpg,IMG/left_2017_06_28_00_55_18_957.jpg,IMG/right_2017_06_28_00_55_18_957.jpg,0,0,0,20.8996
IMG/center_2017_06_28_00_55_19_036.jpg,IMG/left_2017_06_28_00_55_19_036.jpg,IMG/right_2017_06_28_00_55_19_036.jpg,0.1,0,0,20.71004
IMG/center_2017_06_28_00_55_19_118.jpg,IMG/left_2017_06_28_00_55_19_118.jpg,IMG/right_2017_06_28_00_55_19_118.jpg,0.3,0,0,20.4532
IMG/center_2017_06_28_00_55_19_199.jpg,IMG/left_2017_06_28_00_55_19_199.jpg,IMG/right_2017_06_28_00_55_19_199.jpg,0.5000001,0,0,20.19006
IMG/center_2017_06_28_00_55_19_281.jpg,IMG/left_2017_06_28_00_55_19_281.jpg,IMG/right_2017_06_28_00_55_19_281.jpg,0.7,0,0,19.88394
IMG/center_2017_06_28_00_55_19_374.jpg,IMG/left_2017_06_28_00_55_19_374.jpg,IMG/right_2017_06_28_00_55_19_374.jpg,0,0,0,19.63814
IMG/center_2017_06_28_00_55_19_455.jpg,IMG/left_2017_06_28_00_55_19_455.jpg,IMG/right_2017_06_28_00_55_19_455.jpg,0,0,0,19.7571
IMG/center_2017_06_28_00_55_19_535.jpg,IMG/left_2017_06_28_00_55_19_535.jpg,IMG/right_2017_06_28_00_55_19_535.jpg,0,0,0,19.60791
IMG/center_2017_06_28_00_55_19_614.jpg,IMG/left_2017_06_28_00_55_19_614.jpg,IMG/right_2017_06_28_00_55_19_614.jpg,0,0,0,19.08725
IMG/center_2017_06_28_00_55_19_690.jpg,IMG/left_2017_06_28_00_55_19_690.jpg,IMG/right_2017_06_28_00_55_19_690.jpg,0,0,0,18.92419
IMG/center_2017_06_28_00_55_19_772.jpg,IMG/left_2017_06_28_00_55_19_772.jpg,IMG/right_2017_06_28_00_55_19_772.jpg,0.1,0,0,18.75279
IMG/center_2017_06_28_00_55_19_860.jpg,IMG/left_2017_06_28_00_55_19_860.jpg,IMG/right_2017_06_28_00_55_19_860.jpg,0.35,0,0,18.94505
IMG/center_2017_06_28_00_55_19_933.jpg,IMG/left_2017_06_28_00_55_19_933.jpg,IMG/right_2017_06_28_00_55_19_933.jpg,0.5000001,0,0,18.32594
IMG/center_2017_06_28_00_55_20_034.jpg,IMG/left_2017_06_28_00_55_20_034.jpg,IMG/right_2017_06_28_00_55_20_034.jpg,0.7500002,0,0,18.37278
IMG/center_2017_06_28_00_55_20_101.jpg,IMG/left_2017_06_28_00_55_20_101.jpg,IMG/right_2017_06_28_00_55_20_101.jpg,0.9500002,0,0,18.01624
IMG/center_2017_06_28_00_55_20_170.jpg,IMG/left_2017_06_28_00_55_20_170.jpg,IMG/right_2017_06_28_00_55_20_170.jpg,0,0,0,17.43856
IMG/center_2017_06_28_00_55_20_256.jpg,IMG/left_2017_06_28_00_55_20_256.jpg,IMG/right_2017_06_28_00_55_20_256.jpg,0,0,0,17.61335
IMG/center_2017_06_28_00_55_20_346.jpg,IMG/left_2017_06_28_00_55_20_346.jpg,IMG/right_2017_06_28_00_55_20_346.jpg,0,0,0,17.48698
IMG/center_2017_06_28_00_55_20_450.jpg,IMG/left_2017_06_28_00_55_20_450.jpg,IMG/right_2017_06_28_00_55_20_450.jpg,0,0,0,16.7734
IMG/center_2017_06_28_00_55_20_534.jpg,IMG/left_2017_06_28_00_55_20_534.jpg,IMG/right_2017_06_28_00_55_20_534.jpg,0.2,0,0,17.12181
IMG/center_2017_06_28_00_55_20_628.jpg,IMG/left_2017_06_28_00_55_20_628.jpg,IMG/right_2017_06_28_00_55_20_628.jpg,0.4,0,0,16.91517
IMG/center_2017_06_28_00_55_20_721.jpg,IMG/left_2017_06_28_00_55_20_721.jpg,IMG/right_2017_06_28_00_55_20_721.jpg,0.6500001,0,0,16.11843
IMG/center_2017_06_28_00_55_20_817.jpg,IMG/left_2017_06_28_00_55_20_817.jpg,IMG/right_2017_06_28_00_55_20_817.jpg,0.9000002,0,0,16.21847
IMG/center_2017_06_28_00_55_20_915.jpg,IMG/left_2017_06_28_00_55_20_915.jpg,IMG/right_2017_06_28_00_55_20_915.jpg,1,0,0,15.35673
IMG/center_2017_06_28_00_55_20_993.jpg,IMG/left_2017_06_28_00_55_20_993.jpg,IMG/right_2017_06_28_00_55_20_993.jpg,0,0,0,15.63014
IMG/center_2017_06_28_00_55_21_064.jpg,IMG/left_2017_06_28_00_55_21_064.jpg,IMG/right_2017_06_28_00_55_21_064.jpg,0,0,0,15.4206
IMG/center_2017_06_28_00_55_21_173.jpg,IMG/left_2017_06_28_00_55_21_173.jpg,IMG/right_2017_06_28_00_55_21_173.jpg,0,0,0,14.70169
IMG/center_2017_06_28_00_55_21_247.jpg,IMG/left_2017_06_28_00_55_21_247.jpg,IMG/right_2017_06_28_00_55_21_247.jpg,0,0,0,15.15156
IMG/center_2017_06_28_00_55_21_323.jpg,IMG/left_2017_06_28_00_55_21_323.jpg,IMG/right_2017_06_28_00_55_21_323.jpg,0.2,0.2251559,0,15.0885
IMG/center_2017_06_28_00_55_21_398.jpg,IMG/left_2017_06_28_00_55_21_398.jpg,IMG/right_2017_06_28_00_55_21_398.jpg,0.4,0.4517609,0,15.23966
IMG/center_2017_06_28_00_55_21_473.jpg,IMG/left_2017_06_28_00_55_21_473.jpg,IMG/right_2017_06_28_00_55_21_473.jpg,0.6000001,0.679491,0,15.54983
IMG/center_2017_06_28_00_55_21_535.jpg,IMG/left_2017_06_28_00_55_21_535.jpg,IMG/right_2017_06_28_00_55_21_535.jpg,0,0.9092549,0,16.07861
IMG/center_2017_06_28_00_55_21_611.jpg,IMG/left_2017_06_28_00_55_21_611.jpg,IMG/right_2017_06_28_00_55_21_611.jpg,0,0.882712,0,16.66482
IMG/center_2017_06_28_00_55_21_705.jpg,IMG/left_2017_06_28_00_55_21_705.jpg,IMG/right_2017_06_28_00_55_21_705.jpg,0,0.601357,0,17.34502
